 "Test Predictions" Actuals
70 0.51370496 0.33333333333333337
71 0.47861362 0.8333333333333333
72 0.588026 0.6666666666666666
73 0.6270063 0.8333333333333333
74 0.45255262 0.5
75 0.4782426 0.5
76 0.64174634 0.5
77 0.48877114 0.33333333333333337
78 0.5204655 0.33333333333333337
79 0.48067793 0.1333333333333333
80 0.5177141 0.5
81 0.5630394 0.5
82 0.60119784 0.5
83 0.6399532 0.8333333333333333
84 0.37958217 0.5
85 0.37781882 0.33333333333333337
86 0.47747752 0.3666666666666667
87 0.6852215 0.8333333333333333
88 0.5704797 0.6666666666666666
89 0.47678 0.5
90 0.42700016 0.16666666666666669
91 0.5368762 0.33333333333333337
92 0.47464925 0.7833333333333333
93 0.5836178 0.5
94 0.56663543 0.16666666666666669
95 0.44816938 0.16666666666666669
96 0.5712635 0.6666666666666666
97 0.5437976 0.5
98 0.41919386 0.5
99 0.61570436 0.8333333333333333
100 0.5414769 0.5
101 0.5745311 0.5
102 0.42327267 0.5
103 0.4800532 0.33333333333333337
104 0.438789 0.33333333333333337
105 0.45284235 0.5
106 0.49276727 0.5
107 0.5403841 0.6666666666666666
108 0.58224386 0.5
109 0.55891454 0.6666666666666666
110 0.49057245 0.5
111 0.64545894 0.5
112 0.6462944 0.6666666666666666
113 0.38989022 0.5
114 0.5195969 0.0
115 0.49888197 0.5
116 0.4593565 0.5
117 0.5619224 0.8333333333333333
118 0.39861044 0.33333333333333337
119 0.66258997 0.6666666666666666
120 0.5445982 0.33333333333333337
121 0.5828561 0.8333333333333333
122 0.40329492 0.33333333333333337
123 0.6357486 0.8666666666666667
124 0.6548187 0.6666666666666666
125 0.5115368 0.5
126 0.5587546 0.5
127 0.50180024 0.6666666666666666
128 0.74196225 0.5
129 0.53148293 0.5
130 0.48218548 0.43333333333333335
131 0.4567589 0.5
132 0.48139566 0.5
133 0.6284563 0.6666666666666666
134 0.44304806 0.5
135 0.4994829 0.5
136 0.47351202 0.5
137 0.55158424 0.5
138 0.50986594 0.6666666666666666
139 0.49758708 0.8333333333333333
140 0.51835907 0.8333333333333333
141 0.4395988 0.33333333333333337
142 0.5032245 0.5
143 0.49762845 0.5
144 0.65552455 0.6666666666666666
145 0.45789298 0.6666666666666666
146 0.54188734 0.6666666666666666
147 0.47495067 0.33333333333333337
148 0.60383767 0.6666666666666666
149 0.55058736 0.8333333333333333
150 0.40645078 0.5
151 0.5073496 0.33333333333333337
152 0.530279 0.5
153 0.47490853 0.16666666666666669
154 0.4788524 0.33333333333333337
155 0.5517904 0.6666666666666666
156 0.4587544 0.6833333333333333
157 0.5768982 0.5
158 0.5497548 0.5
159 0.42376322 0.5
160 0.53638744 0.5
161 0.51924723 0.8333333333333333
162 0.5538454 0.5
163 0.566989 0.8333333333333333
164 0.52692014 0.5
165 0.47365347 1.0
166 0.56164294 0.5
167 0.44823515 0.5
168 0.5016601 0.8333333333333333
169 0.43901917 0.33333333333333337
170 0.4983827 0.5
171 0.6198128 0.5
172 0.40325406 0.33333333333333337
173 0.61081916 0.5
174 0.4463905 0.5
175 0.7091566 0.6666666666666666
176 0.40122306 0.33333333333333337
177 0.52486104 0.16666666666666669
178 0.36483783 0.16666666666666669
179 0.63508505 0.8333333333333333
180 0.49445283 0.33333333333333337
181 0.5307461 0.5
182 0.44721332 0.5
183 0.5610562 1.0
184 0.48467597 0.6666666666666666
185 0.3663812 0.33333333333333337
186 0.56705743 0.6666666666666666
187 0.63200635 0.33333333333333337
188 0.5710397 0.8333333333333333
189 0.52927685 0.5
190 0.4657847 0.0
191 0.46651435 0.33333333333333337
192 0.54381675 0.33333333333333337
193 0.4945757 0.5
194 0.57698286 0.5
195 0.729744 0.6666666666666666
196 0.4266737 0.33333333333333337
197 0.5824634 0.5
198 0.4553706 0.5
199 0.7429483 0.5
200 0.5152093 0.5
201 0.50059766 0.33333333333333337
202 0.48164943 0.33333333333333337
203 0.60245264 1.0
204 0.54541487 0.5833333333333334
205 0.51585364 0.0
206 0.5526545 0.6666666666666666
207 0.44259402 0.5
208 0.48768497 0.5
209 0.45279834 0.5
210 0.3979248 0.25
211 0.5269338 0.5
212 0.70277464 0.5
213 0.57843304 0.5
214 0.46813902 0.5
215 0.49248794 0.5
216 0.5552392 0.5
217 0.44289318 0.5
218 0.47373822 0.5
219 0.5114454 0.5
220 0.47518203 0.5
221 0.53194153 0.5
222 0.4744372 0.8333333333333333
223 0.4895977 0.5
224 0.47283438 0.33333333333333337
225 0.5710473 0.33333333333333337
226 0.38898966 0.18333333333333335
227 0.4792753 0.8333333333333333
228 0.46738425 0.33333333333333337
229 0.60341704 0.5
230 0.5566051 0.5
231 0.44830245 0.5
232 0.5239969 0.0
233 0.4354873 0.33333333333333337
234 0.56884134 0.5
235 0.5855589 1.0
236 0.5746668 0.6666666666666666
237 0.430463 0.06666666666666665
238 0.8091665 0.8333333333333333
239 0.50673836 0.6666666666666666
240 0.53208715 0.5
241 0.47761145 0.6666666666666666
242 0.65350646 0.5
243 0.51537824 0.33333333333333337
244 0.4927997 0.5
245 0.5009733 0.8166666666666667
246 0.66545683 0.5
247 0.74964005 0.8333333333333333
248 0.61971587 0.6666666666666666
249 0.6404734 0.6666666666666666
250 0.71191394 0.5
251 0.49192116 0.5
252 0.39967555 0.08333333333333337
253 0.5539956 0.6666666666666666
254 0.62043595 0.5
255 0.5587043 0.6666666666666666
256 0.5523763 0.16666666666666669
257 0.5179315 0.33333333333333337
258 0.52391434 0.6666666666666666
259 0.39092332 0.16666666666666669
260 0.530236 0.16666666666666669
261 0.5505128 0.8333333333333333
262 0.49456337 0.5
263 0.54339963 0.5
264 0.47873157 0.5
265 0.52603036 0.33333333333333337
266 0.4931976 0.33333333333333337
267 0.64610904 0.5
268 0.44475746 0.6666666666666666
269 0.42187887 0.5
270 0.48585603 0.5
271 0.4765587 0.5
272 0.6208058 0.6666666666666666
273 0.61897516 0.5
274 0.3983349 0.5
275 0.55717266 0.5
276 0.5950279 0.8333333333333333
277 0.42431208 0.33333333333333337
278 0.5337179 0.6666666666666666
279 0.50088423 0.6666666666666666
280 0.5972985 1.0
281 0.48368773 0.33333333333333337
282 0.43658507 0.5
283 0.46718815 0.5
284 0.43066397 0.5
285 0.48566878 0.8333333333333333
286 0.6384944 0.5
287 0.51417595 0.5
288 0.53281885 0.5
289 0.5047734 0.5
290 0.596267 0.8333333333333333
291 0.46562484 0.4166666666666667
292 0.5379643 0.5
293 0.4336725 0.5
294 0.65930605 0.8333333333333333
295 0.50627035 0.5
296 0.611082 0.16666666666666669
297 0.54031444 0.6666666666666666
298 0.39588025 0.16666666666666669
299 0.6088529 0.8333333333333333
300 0.5740522 0.6666666666666666
301 0.54280627 0.5
302 0.41607097 0.5
303 0.5738487 0.5
304 0.4181499 0.5
305 0.5295781 0.44999999999999996
306 0.39455912 0.33333333333333337
307 0.6596441 0.8333333333333333
308 0.5592426 0.5
309 0.44940418 0.16666666666666669
310 0.50153947 0.5
311 0.58775276 0.6666666666666666
312 0.47774887 0.33333333333333337
313 0.48121467 0.5
314 0.5833896 0.6666666666666666
315 0.6840625 1.0
316 0.46625996 0.5
317 0.40256917 0.5
318 0.37838694 0.4
319 0.6590088 0.5
320 0.48799035 0.5
321 0.4579568 0.5
322 0.5808546 0.6666666666666666
323 0.49787685 0.5
324 0.4411293 0.5
325 0.64747876 0.6666666666666666
326 0.582915 0.85
327 0.59738487 0.6666666666666666
328 0.61388713 0.5
329 0.48222724 0.0
330 0.5256613 0.6666666666666666
331 0.50613374 0.5
332 0.66169757 1.0
333 0.50946563 0.33333333333333337
334 0.66329974 0.5
335 0.44911614 0.5
336 0.44563586 0.0
337 0.43644735 0.5
338 0.7347797 0.6666666666666666
339 0.5257402 0.33333333333333337
340 0.5343027 0.5
341 0.43408442 0.5833333333333334
342 0.53541845 0.65
343 0.5530521 0.0
344 0.47743863 0.5
345 0.5219991 0.5
346 0.5429091 0.6666666666666666
347 0.5415968 0.5
348 0.36625925 0.33333333333333337
349 0.5210403 0.33333333333333337
350 0.509225 0.5
351 0.44564426 0.5
352 0.5390854 0.5
353 0.4744262 0.33333333333333337
354 0.56925356 0.5
355 0.49859434 0.6666666666666666
356 0.5399553 0.5
357 0.46952724 0.33333333333333337
358 0.46925253 0.16666666666666669
359 0.47155887 0.5
360 0.4244922 0.33333333333333337
361 0.71683484 0.8333333333333333
362 0.5063511 0.5
363 0.61136246 0.8333333333333333
364 0.6084662 0.8333333333333333
365 0.6541575 0.5
366 0.5001886 0.33333333333333337
367 0.467331 0.5
368 0.5526753 0.5
369 0.5161998 0.6666666666666666
370 0.48098928 0.6666666666666666
371 0.4300304 0.6666666666666666
372 0.5071166 0.33333333333333337
373 0.5729177 0.5
374 0.40117761 0.16666666666666669
375 0.5331107 0.5
376 0.44158712 0.5
377 0.4277499 0.5
378 0.5551808 0.33333333333333337
379 0.53157604 0.5
380 0.58221155 0.8333333333333333
381 0.57558995 0.5
382 0.47669905 0.5
383 0.46453664 0.6666666666666666
384 0.37998158 0.16666666666666669
385 0.53290683 0.33333333333333337
386 0.53623974 0.33333333333333337
387 0.55787146 0.6666666666666666
388 0.53014207 0.5
389 0.6141209 0.8333333333333333
390 0.38626605 0.33333333333333337
391 0.56022006 0.5
392 0.3946494 0.5
393 0.620099 0.6666666666666666
394 0.5042583 0.5
395 0.43457535 0.5
396 0.5035614 0.5
397 0.59966266 0.5
398 0.49072298 0.5
399 0.57119566 0.8333333333333333
400 0.48176807 0.16666666666666669
401 0.47165397 0.33333333333333337
402 0.52419525 0.5
403 0.49615785 0.6666666666666666
404 0.6017256 0.16666666666666669
405 0.55333173 0.6666666666666666
406 0.5625517 0.5
407 0.50365186 0.5
408 0.4800412 0.6666666666666666
409 0.49992433 0.6666666666666666
410 0.5703634 0.5
411 0.51770955 0.5
412 0.45203087 0.33333333333333337
413 0.5238877 0.8333333333333333
414 0.5784919 0.5
415 0.6420832 0.5
416 0.49412712 0.5
417 0.46743923 0.6666666666666666
418 0.4697935 0.8333333333333333
419 0.547872 0.5
420 0.62836134 0.6666666666666666
421 0.4483468 0.5
422 0.47871676 0.5
423 0.56822014 0.5
424 0.69423616 0.6666666666666666
425 0.39892444 0.16666666666666669
426 0.533393 0.5
427 0.48635432 0.23333333333333334
428 0.5150029 0.5
429 0.50510687 0.5
430 0.40981284 0.5
431 0.46191335 0.5833333333333334
432 0.53276694 0.5
433 0.5170608 0.6666666666666666
434 0.5043264 0.6666666666666666
435 0.47225335 0.6666666666666666
436 0.5486195 0.5
437 0.48287702 0.5
438 0.5383064 0.6666666666666666
439 0.5499621 0.5
440 0.37591174 0.5
441 0.5535816 0.6666666666666666
442 0.53354114 0.5
443 0.5102408 0.33333333333333337
444 0.47675237 0.33333333333333337
445 0.73391724 0.16666666666666669
446 0.51924026 0.6666666666666666
447 0.45281842 0.5
448 0.63852465 0.8333333333333333
449 0.38431373 0.33333333333333337
450 0.44434357 0.5
451 0.3772253 0.5
452 0.5693525 0.5
453 0.5256502 0.5
454 0.53364587 0.5
455 0.42081797 0.33333333333333337
456 0.5593859 0.8333333333333333
457 0.49865592 0.6666666666666666
458 0.61513454 0.5
459 0.4527197 0.5
460 0.45764524 0.5
461 0.38886833 0.8333333333333333
462 0.5725174 0.6666666666666666
463 0.47387117 0.5
464 0.66519815 0.6666666666666666
465 0.4452531 0.33333333333333337
466 0.47227544 0.5
467 0.624808 0.5
468 0.5444756 0.5
469 0.58354044 0.5
470 0.64995396 0.6666666666666666
471 0.5492429 0.5
472 0.62552744 0.6666666666666666
473 0.49897662 0.33333333333333337
474 0.4750628 0.5
475 0.63794786 0.5
476 0.47980627 0.5
477 0.4272315 0.5
478 0.5203919 0.5
479 0.73238444 0.8333333333333333
480 0.5142724 0.5
481 0.4709122 0.6666666666666666
482 0.5273845 0.33333333333333337
483 0.5683336 0.6666666666666666
484 0.47004712 0.33333333333333337
485 0.56261396 0.5
486 0.61445665 0.8333333333333333
487 0.4377388 0.5
488 0.46548128 0.8333333333333333
489 0.59963804 0.5
490 0.42274404 0.5
491 0.47377697 0.5
492 0.6204654 0.75
493 0.5417285 0.5
494 0.6691491 0.5
495 0.5361106 0.8333333333333333
496 0.64928 0.6666666666666666
497 0.47150588 0.5
498 0.45187834 0.5
499 0.5386067 0.5
500 0.546819 0.5
501 0.6127909 0.8333333333333333
502 0.4890825 0.6666666666666666
503 0.49652368 0.8333333333333333
504 0.55020237 0.5
505 0.4724436 0.5
506 0.5382184 0.5
507 0.6150003 1.0
508 0.5709115 0.16666666666666669
509 0.60251445 0.5
510 0.6162094 0.5
511 0.45782417 0.5
512 0.5312204 0.6333333333333333
513 0.43544358 0.33333333333333337
514 0.4819939 0.5
515 0.6243411 0.6666666666666666
516 0.5429092 0.5
517 0.48183975 0.5
518 0.5598991 1.0
519 0.5627196 0.8333333333333333
520 0.4139001 0.5
521 0.62199324 0.5
522 0.5355017 0.33333333333333337
523 0.53004014 0.5
524 0.59025425 0.8333333333333333
525 0.48922315 0.5
526 0.6257021 0.8333333333333333
527 0.6296268 0.16666666666666669
528 0.47219348 0.5
529 0.62301916 0.5
530 0.47719446 0.5
531 0.45544848 0.16666666666666669
532 0.55252135 0.5
533 0.58574843 0.33333333333333337
534 0.5129618 0.5
535 0.4824639 0.8333333333333333
536 0.4669549 0.5
537 0.44181633 0.5
538 0.5703891 0.0
539 0.50888133 0.8333333333333333
540 0.448618 0.33333333333333337
541 0.585365 0.5
542 0.5569425 0.33333333333333337
543 0.5603178 0.6666666666666666
544 0.56226015 0.5
545 0.52313435 0.5
546 0.47794604 0.33333333333333337
547 0.4554609 0.5
548 0.4968485 0.5
549 0.7376318 0.6666666666666666
550 0.6299674 1.0
551 0.39139843 0.33333333333333337
552 0.68096274 0.8333333333333333
553 0.47202325 0.33333333333333337
554 0.49894002 0.5
555 0.6039062 0.6666666666666666
556 0.4031503 0.16666666666666669
557 0.84989727 0.6666666666666666
558 0.5012867 1.0
559 0.46535632 0.8333333333333333
560 0.5893488 0.5
561 0.53004193 0.6666666666666666
562 0.4871863 0.33333333333333337
563 0.5238467 0.6666666666666666
564 0.43806598 0.0
565 0.5248799 0.5
566 0.6205013 0.6666666666666666
567 0.5551981 0.8333333333333333
568 0.47604862 0.5
569 0.63195276 0.8333333333333333
570 0.6123769 0.33333333333333337
571 0.44465792 0.5
572 0.3928721 0.5
573 0.60726464 0.5
574 0.493891 0.8333333333333333
575 0.55476826 0.6666666666666666
576 0.43635443 0.5
577 0.5322489 0.8333333333333333
578 0.8819514 0.8333333333333333
579 0.5447408 0.33333333333333337
580 0.5563964 0.5
581 0.530117 0.33333333333333337
582 0.61884487 0.6666666666666666
583 0.5220775 0.5
584 0.53460187 0.6666666666666666
585 0.64779305 0.5
586 0.64380246 0.5
587 0.53889674 0.6666666666666666
588 0.48943955 0.6666666666666666
589 0.8267279 0.8333333333333333
590 0.44794607 0.33333333333333337
591 0.47907874 0.5
592 0.55184346 0.8333333333333333
593 0.5491473 0.6666666666666666
594 0.64497906 0.5
595 0.547569 0.16666666666666669
596 0.51922095 0.6666666666666666
597 0.7475329 0.5
598 0.46944603 0.6666666666666666
599 0.51899123 0.5
600 0.49116504 0.5
601 0.64964503 0.6666666666666666
602 0.56302303 0.33333333333333337
603 0.46720117 0.5
604 0.47825226 0.5
605 0.46115553 0.5
606 0.5652455 0.6666666666666666
607 0.60381526 0.5
608 0.65121335 0.8333333333333333
609 0.54409677 0.16666666666666669
610 0.46965402 0.33333333333333337
611 0.63623625 0.6666666666666666
612 0.8107025 0.8333333333333333
613 0.508481 0.0
614 0.5084429 0.5
615 0.5762467 0.6666666666666666
616 0.5984049 0.5
617 0.53308046 1.0
618 0.6846854 0.5
619 0.47576734 0.5
620 0.7150415 1.0
621 0.45005485 0.5
622 0.6718391 0.5
623 0.57120216 0.8333333333333333
624 0.45690975 0.5
625 0.6200696 0.8333333333333333
626 0.5352874 1.0
627 0.61923003 0.5
628 0.4876655 0.33333333333333337
629 0.5435217 0.5
630 0.45248184 0.5
631 0.4089586 0.0
632 0.5403471 1.0
633 0.77717036 0.5
634 0.6156158 0.38333333333333336
635 0.5157952 0.5
636 0.6124512 0.16666666666666669
637 0.4504818 0.33333333333333337
638 0.65508896 0.6666666666666666
639 0.6571313 0.5
640 0.5047276 0.5
641 0.46934587 0.5
642 0.49995378 0.5
643 0.4481411 0.5
644 0.43109897 0.33333333333333337
645 0.41772136 0.6666666666666666
646 0.61858636 0.5
647 0.553221 0.5
648 0.49632603 0.33333333333333337
649 0.5106859 0.5
650 0.6407627 0.6666666666666666
651 0.5338289 0.5
652 0.5218108 0.5
653 0.5260238 0.6666666666666666
654 0.4788031 0.5
655 0.4735024 0.33333333333333337
656 0.5554212 0.6666666666666666
657 0.48301226 0.5
658 0.48999488 0.33333333333333337
659 0.5917282 0.5
660 0.707791 0.6666666666666666
661 0.49345344 0.16666666666666669
662 0.57386047 0.33333333333333337
663 0.52672833 0.6666666666666666
664 0.3701756 0.16666666666666669
665 0.42120123 0.5
666 0.49064708 0.33333333333333337
667 0.50281805 0.6666666666666666
668 0.5481857 0.33333333333333337
669 0.49122378 0.33333333333333337
670 0.46105003 0.33333333333333337
671 0.64413935 0.8333333333333333
672 0.4895725 0.5
673 0.44181198 0.5
674 0.58119744 1.0
675 0.47594032 0.16666666666666669
676 0.41765836 0.5
677 0.73745614 0.6666666666666666
678 0.60095286 0.8333333333333333
679 0.6161159 0.8333333333333333
680 0.5270842 0.5
681 0.47749847 0.5
682 0.463636 0.5
683 0.55825347 0.6666666666666666
684 0.3719915 0.33333333333333337
685 0.52326477 0.5
686 0.46519223 0.4
687 0.4801387 0.8333333333333333
688 0.46054193 0.5
689 0.57749045 0.6666666666666666
690 0.5384448 0.5
691 0.62240964 0.6666666666666666
692 0.52392423 0.5
693 0.60957694 0.6666666666666666
694 0.6236433 0.5
695 0.5601695 0.8333333333333333
696 0.44277394 0.5
697 0.52463627 0.6666666666666666
698 0.4691875 0.5
699 0.46447882 0.33333333333333337
700 0.5187571 0.6666666666666666
701 0.4273255 0.33333333333333337
702 0.6380901 0.33333333333333337
703 0.5107126 0.5
704 0.48327848 1.0
705 0.5560403 0.6666666666666666
706 0.5473265 0.5833333333333334
707 0.44518426 0.5
708 0.5953639 0.6666666666666666
709 0.46680033 0.6666666666666666
710 0.466969 0.5
711 0.447901 0.5
712 0.46329972 0.0
713 0.5811582 0.5
714 0.5609842 0.5
715 0.4970246 0.33333333333333337
716 0.45047995 0.33333333333333337
717 0.53124064 0.5
718 0.5154158 0.6666666666666666
719 0.6044421 0.6666666666666666
720 0.53356516 0.8333333333333333
721 0.48430595 0.33333333333333337
722 0.43326384 0.5
723 0.5558341 0.5
724 0.39030728 0.16666666666666669
725 0.36203262 0.16666666666666669
726 0.37998572 0.8333333333333333
727 0.52803123 0.5
728 0.48254764 0.5
729 0.5435163 0.6666666666666666
730 0.4028508 0.33333333333333337
731 0.5893424 0.5
732 0.42110527 0.16666666666666669
733 0.47468913 0.5
734 0.7438024 0.8333333333333333
735 0.55354434 0.5
736 0.62345374 0.8333333333333333
737 0.7828667 1.0
738 0.6056943 0.8333333333333333
739 0.45127457 0.33333333333333337
740 0.5977503 0.5
741 0.6393675 0.5
742 0.52141833 0.33333333333333337
743 0.43211663 0.33333333333333337
744 0.6375714 0.5
745 0.53214914 0.6666666666666666
746 0.45547333 0.5
747 0.53675956 0.33333333333333337
748 0.4839165 0.5
749 0.5208644 0.5
750 0.4599051 0.33333333333333337
751 0.56736 0.5
752 0.716245 0.5
753 0.557646 0.5
754 0.4457221 0.33333333333333337
755 0.61445785 0.6666666666666666
756 0.68219495 0.6666666666666666
757 0.4433404 0.6666666666666666
758 0.7112441 0.6666666666666666
759 0.47568327 0.5
760 0.5765955 0.5
761 0.68353146 0.9166666666666666
762 0.47298127 0.6666666666666666
763 0.5212778 0.8333333333333333
764 0.8230081 0.8333333333333333
765 0.49430084 0.5
766 0.39155698 0.8333333333333333
767 0.41954866 0.33333333333333337
768 0.700676 0.6666666666666666
769 0.38242456 0.5
770 0.5887242 0.5
771 0.45135593 0.33333333333333337
772 0.49649438 0.5
773 0.47870576 0.5
774 0.4289875 0.6666666666666666
775 0.48135155 0.5
776 0.46718147 0.5
777 0.5647918 0.8333333333333333
778 0.5807349 0.7
779 0.71345824 0.33333333333333337
780 0.48396876 0.4166666666666667
781 0.45435607 0.5
782 0.5171442 0.6666666666666666
783 0.42930916 0.5
784 0.5180558 0.6666666666666666
785 0.53019655 0.5
786 0.40479222 0.5
787 0.45231414 0.33333333333333337
788 0.45067713 0.5
789 0.4567702 0.6666666666666666
790 0.56450385 0.6833333333333333
791 0.48119476 0.5
792 0.49441263 1.0
793 0.3886858 0.16666666666666669
794 0.5748033 0.5
795 0.41441655 0.16666666666666669
796 0.40144846 0.5
797 0.4956266 0.5
798 0.61194384 0.5
799 0.40434572 0.5
800 0.6628582 0.6666666666666666
801 0.48341364 0.33333333333333337
802 0.54320335 0.6666666666666666
803 0.5362166 0.5
804 0.5723825 1.0
805 0.6048989 0.8333333333333333
806 0.5305472 0.5
807 0.6174406 0.33333333333333337
808 0.49950936 0.33333333333333337
809 0.6462304 0.8333333333333333
810 0.7830386 0.8333333333333333
811 0.63234323 0.6666666666666666
812 0.48172536 0.5
813 0.41190144 0.5
814 0.58972156 0.5
815 0.47367 0.5
816 0.491593 0.6666666666666666
817 0.5000699 0.6666666666666666
818 0.41240013 0.33333333333333337
819 0.55861443 0.33333333333333337
820 0.4345625 0.33333333333333337
821 0.5585175 0.5
822 0.47925037 0.33333333333333337
823 0.48323968 0.5
824 0.47211033 0.33333333333333337
825 0.54730916 0.5
826 0.57315594 0.6666666666666666
827 0.47198963 0.33333333333333337
828 0.5431799 0.16666666666666669
829 0.4094404 0.7333333333333333
830 0.56529707 0.5
831 0.58719456 0.33333333333333337
832 0.7858803 0.8333333333333333
833 0.48966858 0.33333333333333337
834 0.6201021 0.8333333333333333
835 0.42794853 0.5
836 0.612086 1.0
837 0.51675844 0.0
838 0.52669454 0.5
839 0.4786267 0.5
840 0.43115434 0.33333333333333337
841 0.5277859 0.5
842 0.5079019 0.5
843 0.5039879 0.5
844 0.47218344 0.5
845 0.57201606 0.33333333333333337
846 0.43531543 0.5
847 0.52118415 0.5
848 0.5790449 0.5
849 0.5622138 0.6666666666666666
850 0.5431509 0.8333333333333333
851 0.6566991 0.6666666666666666
852 0.48327252 0.5
853 0.55595094 0.5
854 0.47247103 0.5
855 0.47127697 0.5
856 0.52383596 0.6666666666666666
857 0.52727836 0.33333333333333337
858 0.46928182 0.5
859 0.6626607 0.5
860 0.4062136 0.33333333333333337
861 0.58064675 0.16666666666666669
862 0.6384918 0.5
863 0.63962555 1.0
864 0.5287677 0.6666666666666666
865 0.47782737 0.5
866 0.54345304 0.5
867 0.5061306 0.5
868 0.56986415 0.33333333333333337
869 0.56130046 0.8333333333333333
870 0.44393715 0.5
871 0.5151461 0.6666666666666666
872 0.4833684 0.5
873 0.5129623 0.5
874 0.5647486 0.5
875 0.49299017 0.5
876 0.49914616 0.6666666666666666
877 0.51403505 0.7
878 0.5108513 0.5
879 0.40917307 0.0
880 0.4960119 0.5
881 0.46207386 0.5
882 0.4279791 0.33333333333333337
883 0.5351326 0.7166666666666667
884 0.5113365 0.0
885 0.6658009 0.8333333333333333
886 0.5685239 0.5
887 0.41420537 0.1333333333333333
888 0.49458924 0.5
889 0.6280074 0.5
890 0.5512554 0.5
891 0.7039964 0.8333333333333333
892 0.42988807 0.5
893 0.6435471 1.0
894 0.44190112 0.5
895 0.5260471 0.5
896 0.73182344 0.33333333333333337
897 0.4022256 0.33333333333333337
898 0.4960501 0.6666666666666666
899 0.5733406 0.6166666666666667
900 0.6024471 0.8333333333333333
901 0.45132086 0.16666666666666669
902 0.4843235 0.5
903 0.40079814 0.33333333333333337
904 0.47953936 0.33333333333333337
905 0.50138867 0.4166666666666667
906 0.5765539 0.6666666666666666
907 0.59078544 0.5
908 0.5491162 0.33333333333333337
909 0.56616086 0.5
910 0.529335 0.5
911 0.54039806 0.6666666666666666
912 0.4889183 0.5
913 0.6157043 0.5
914 0.54600364 0.33333333333333337
915 0.48420778 0.8333333333333333
916 0.40978286 0.33333333333333337
917 0.52141947 0.8333333333333333
918 0.40412062 0.5
919 0.5015767 0.33333333333333337
920 0.50102496 0.5
921 0.5859407 0.8
922 0.5306293 0.0
923 0.4977365 0.33333333333333337
924 0.4606504 0.33333333333333337
925 0.50623995 0.16666666666666669
926 0.62526673 0.6666666666666666
927 0.5474103 0.5
928 0.47113603 0.5
929 0.44844058 0.33333333333333337
930 0.61746997 0.5
931 0.5196661 0.5
932 0.52001804 0.5
933 0.52631557 0.6666666666666666
934 0.5004337 0.44999999999999996
935 0.4847348 1.0
936 0.4822257 0.33333333333333337
937 0.47577474 0.5166666666666667
938 0.4635837 0.5
939 0.47617483 0.6666666666666666
940 0.5700578 0.5
941 0.4286625 0.3666666666666667
942 0.6148212 0.6666666666666666
943 0.68432623 0.5
944 0.47761562 0.5
945 0.43738493 1.0
946 0.5073188 0.33333333333333337
947 0.4820604 0.5
948 0.58976656 0.33333333333333337
949 0.5464854 0.6666666666666666
950 0.7418556 1.0
951 0.37848827 0.6666666666666666
952 0.6011795 0.6666666666666666
953 0.5349934 0.33333333333333337
954 0.5442302 0.5
955 0.43168977 0.6666666666666666
956 0.41558695 0.5
957 0.60796905 0.5
958 0.5348424 0.6666666666666666
959 0.48868215 0.5
960 0.68994814 1.0
961 0.47565913 0.5
962 0.54303175 0.16666666666666669
963 0.58382064 0.5
964 0.73395324 0.6666666666666666
965 0.4437598 0.6666666666666666
